position,league,team,player,champion,dmgtochamps,predicted,goldspent
Top,LCK,KT Rolster,Smeb,Camille,31107,21805.04311481603,18983
Top,LCK,Samsung Galaxy,CuVee,Camille,16465,12923.182058095483,12583
Top,LCK,SK Telecom T1,Huni,Camille,16309,16094.213707721376,16508
Top,LCK,SK Telecom T1,Untara,Camille,10321,13243.990972283356,12883
Top,LCK,MVP,ADD,Camille,12938,8953.055813600833,9333
Top,LCK,BBQ Olivers,Crazy,Camille,12502,15576.523903043024,16108
Top,LCK,Samsung Galaxy,CuVee,Camille,20398,12896.801380645094,12558
Top,LCK,BBQ Olivers,Crazy,Camille,11026,11933.253564037937,11608
Top,LCK,BBQ Olivers,Crazy,Camille,5230,9082.040824485552,9508
Top,LCK,Samsung Galaxy,CuVee,Camille,25641,17486.875925088505,16283
Top,LCK,Samsung Galaxy,CuVee,Camille,14284,11155.087515523846,10783
Top,LCK,BBQ Olivers,Crazy,Camille,12560,15002.146234621683,14408
Top,LCK,Ever8 Winners,Kiin,Camille,10183,9156.579158830038,9608
Top,LCK,KT Rolster,Smeb,Camille,22618,19030.086213293034,18558
Top,LCK,Ever8 Winners,Kiin,Camille,9227,9250.612941511232,9733
Top,LCK,Jin Air Green Wings,SoHwan,Camille,12530,15063.583414866269,14458
Top,LCK,MVP,ADD,Camille,7695,10521.555018779312,11308
Top,LCK,Ever8 Winners,Kiin,Camille,25298,19848.797367947987,17833
Top,LCK,Longzhu Gaming,Khan,Camille,14390,12661.785482202358,12333
Top,LCK,Samsung Galaxy,CuVee,Camille,12561,13119.72257378676,14008
Top,LCK,Samsung Galaxy,CuVee,Camille,18674,13517.406905303293,13133
Top,LCK,Samsung Galaxy,CuVee,Camille,15012,14167.87651841787,13708
Top,LCK,Ever8 Winners,Kiin,Camille,7396,11653.395514719858,12558
Top,LCK,KT Rolster,Smeb,Camille,12967,11653.395514719858,12558
Top,LCK,Ever8 Winners,Kiin,Camille,23847,21017.58582581031,18533
Top,LCK,BBQ Olivers,Crazy,Cho'gath,21112,13701.35887113059,11675
Top,LCK,BBQ Olivers,Crazy,Cho'gath,17557,14342.416766606639,12825
Top,LCK,BBQ Olivers,Crazy,Cho'gath,10491,15250.66306598773,13305
Top,LCK,ROX Tigers,Lindarang,Cho'gath,9543,14480.680164283252,12900
Top,LCK,ROX Tigers,Lindarang,Cho'gath,9721,12491.740826193998,11745
Top,LCK,MVP,ADD,Cho'gath,31375,20698.002567238604,14900
Top,LCK,MVP,ADD,Cho'gath,18435,16652.712288935338,13200
Top,LCK,MVP,ADD,Cho'gath,12032,12289.717862563437,10825
Top,LCK,SK Telecom T1,Huni,Cho'gath,13407,17809.484164383863,13725
Top,LCK,ROX Tigers,Lindarang,Cho'gath,13026,17084.25219471541,13400
Top,LCK,ROX Tigers,Lindarang,Cho'gath,22131,25480.343068595434,16525
Top,LCK,Jin Air Green Wings,SoHwan,Cho'gath,11654,17155.33896053182,14225
Top,LCK,BBQ Olivers,Crazy,Cho'gath,12034,8948.815917854075,8345
Top,LCK,ROX Tigers,Lindarang,Fiora,15266,12461.288833761533,11775
Top,LCK,Afreeca Freecs,MaRin,Fiora,15419,18177.971255091186,16750
Top,LCK,Longzhu Gaming,Khan,Fiora,16852,18401.1689939017,15575
Top,LCK,Afreeca Freecs,MaRin,Fiora,11354,11099.335660655275,10250
Top,LCK,Ever8 Winners,Helper,Fiora,11418,15036.341170363437,14250
Top,LCK,Longzhu Gaming,Khan,Fiora,23917,27041.568389569256,21983
Top,LCK,Jin Air Green Wings,SoHwan,Fiora,9361,10294.36065185711,9258
Top,LCK,SK Telecom T1,Untara,Fiora,19998,18158.38362257183,15400
Top,LCK,KT Rolster,Smeb,Fiora,18565,12902.065317433131,12233
Top,LCK,MVP,ADD,Fiora,22067,23934.817038799938,20375
Top,LCK,ROX Tigers,Lindarang,Fiora,18575,24683.436946442183,19445
Top,LCK,Longzhu Gaming,Khan,Fiora,20774,14239.964991671164,13533
Top,LCK,SK Telecom T1,Untara,Fiora,10810,23491.72270832334,18793
Top,LCK,Longzhu Gaming,Khan,Fiora,13429,11689.866481601153,10933
Top,LCK,Ever8 Winners,Kiin,Fiora,14541,11044.714677329042,10185
Top,LCK,SK Telecom T1,Huni,Fiora,31666,19437.939994619766,17633
Top,LCK,SK Telecom T1,Huni,Fiora,15079,9344.879943287218,7983
Top,LCK,KT Rolster,Smeb,Galio,12106,9885.793430097576,10225
Top,LCK,ROX Tigers,Lindarang,Galio,11162,10554.88757038136,11875
Top,LCK,SK Telecom T1,Huni,Galio,19385,10575.855122426423,11925
Top,LCK,ROX Tigers,Lindarang,Galio,14621,13106.062877769487,14775
Top,LCK,Samsung Galaxy,CuVee,Gnar,9584,11448.010236558328,9600
Top,LCK,SK Telecom T1,Untara,Gnar,15600,17504.330703218257,14125
Top,LCK,Samsung Galaxy,CuVee,Gnar,31501,37258.18580418476,22175
Top,LCK,KT Rolster,Smeb,Gnar,17167,10417.346137900731,9675
Top,LCK,Samsung Galaxy,CuVee,Gnar,4962,10490.923139707906,9750
Top,LCK,BBQ Olivers,Crazy,Gnar,18003,14686.546595580036,13335
Top,LCK,ROX Tigers,Shy,Gnar,14345,17794.1644900834,14300
Top,LCK,Jin Air Green Wings,ikssu,Gnar,15886,13547.85543205384,12475
Top,LCK,KT Rolster,Smeb,Gnar,30003,28769.206132212046,20500
Top,LCK,Jin Air Green Wings,SoHwan,Gnar,8353,9686.616799763297,8900
Top,LCK,Jin Air Green Wings,ikssu,Gnar,11505,12836.201909320336,11900
Top,LCK,MVP,ADD,Gnar,22793,27735.340587135222,20110
Top,LCK,MVP,ADD,Gnar,22863,16352.491845940116,14480
Top,LCK,Ever8 Winners,Kiin,Gnar,4372,8986.038481698684,8100
Top,LCK,Afreeca Freecs,MaRin,Gnar,7823,8395.006547117608,7375
Top,LCK,Afreeca Freecs,MaRin,Gnar,12001,9865.504677156785,9095
Top,LCK,BBQ Olivers,Crazy,Gnar,8632,9618.680717085885,8825
Top,LCK,Jin Air Green Wings,SoHwan,Gnar,22411,22173.450934690816,17725
Top,LCK,Afreeca Freecs,MaRin,Gnar,8745,11583.088109879,9725
Top,LCK,Jin Air Green Wings,SoHwan,Gnar,30778,20871.84170681166,16e3
Top,LCK,Afreeca Freecs,MaRin,Gnar,22342,12456.470436486848,11580
Top,LCK,MVP,ADD,Gnar,16829,15127.161782499472,13650
Top,LCK,Jin Air Green Wings,SoHwan,Gnar,20800,21256.591481446674,17275
Top,LCK,Samsung Galaxy,CuVee,Gnar,29236,20715.05326268442,17e3
Top,LCK,Samsung Galaxy,CuVee,Gnar,17433,11046.60561052592,10300
Top,LCK,Jin Air Green Wings,ikssu,Gragas,20108,13398.012310001854,14475
Top,LCK,Kongdoo Monster,Roach,Gragas,7020,12692.17462508374,13725
Top,LCK,Afreeca Freecs,MaRin,Gragas,7122,11150.142201125407,10525
Top,LCK,Afreeca Freecs,MaRin,Gragas,16178,19330.41299561022,18150
Top,LCK,Kongdoo Monster,Roach,Gragas,6123,10388.910472823662,10950
Top,LCK,Kongdoo Monster,Roach,Gragas,16027,10673.876427096215,11325
Top,LCK,SK Telecom T1,Huni,Gragas,17957,10407.66923516555,10975
Top,LCK,MVP,ADD,Gragas,16900,10539.93241488047,11150
Top,LCK,Afreeca Freecs,MaRin,Gragas,9244,13495.043339986172,14575
Top,LCK,BBQ Olivers,Part,Gragas,8114,8503.622428818675,8175
Top,LCK,Jin Air Green Wings,ikssu,Gragas,18695,17259.99456272352,17985
Top,LCK,Jin Air Green Wings,ikssu,Gragas,16966,11514.05336293563,12375
Top,LCK,KT Rolster,Smeb,Gragas,14727,10986.460921802502,11725
Top,LCK,Ever8 Winners,Helper,Gragas,9069,14322.837043339885,15400
Top,LCK,Afreeca Freecs,MaRin,Gragas,19486,13820.197945041464,13500
Top,LCK,KT Rolster,Smeb,Gragas,12196,12132.466306306571,13100
Top,LCK,Samsung Galaxy,CuVee,Gragas,10133,11150.142201125407,10525
Top,LCK,Longzhu Gaming,Khan,Gragas,21823,16192.116267523505,15695
Top,LCK,Samsung Galaxy,CuVee,Gragas,11917,10445.288436429357,11025
Top,LCK,ROX Tigers,Lindarang,Gragas,12497,11226.892102036456,12025
Top,LCK,Ever8 Winners,Helper,Gragas,10356,9021.98374600836,8995
Top,LCK,Afreeca Freecs,MaRin,Gragas,9420,9721.562976076691,8625
Top,LCK,Afreeca Freecs,MaRin,Gragas,14893,13182.235691984919,14250
Top,LCK,Afreeca Freecs,MaRin,Gragas,15969,14720.95503560457,14375
Top,LCK,Afreeca Freecs,MaRin,Gragas,14828,14348.699110094689,15425
Top,LCK,Ever8 Winners,Helper,Gragas,19886,13206.038229038977,14275
Top,LCK,Longzhu Gaming,Khan,Gragas,9970,11402.38053471305,10835
Top,LCK,Afreeca Freecs,MaRin,Gragas,16316,11435.340354325746,10875
Top,LCK,Afreeca Freecs,MaRin,Gragas,12026,17485.568930956466,16760
Top,LCK,ROX Tigers,Lindarang,Gragas,16340,17952.23577326985,17125
Top,LCK,Ever8 Winners,Helper,Gragas,6299,7400.757581045934,6250
Top,LCK,Afreeca Freecs,MaRin,Gragas,9237,16285.861704811461,15775
Top,LCK,Longzhu Gaming,Khan,Gragas,14708,12578.2044538881,13600
Top,LCK,Jin Air Green Wings,SoHwan,Gragas,10120,9700.583260852856,1e4
Top,LCK,MVP,ADD,Gragas,15851,9356.82036297624,9500
Top,LCK,Longzhu Gaming,Khan,Gragas,14428,13925.309939279798,13605
Top,LCK,Jin Air Green Wings,ikssu,Jarvan IV,9474,8623.592937806385,9450
Top,LCK,Longzhu Gaming,Khan,Jarvan IV,24073,15690.27171642071,15250
Top,LCK,Longzhu Gaming,Khan,Jarvan IV,14751,13591.781000863453,13575
Top,LCK,BBQ Olivers,Crazy,Jarvan IV,11767,10771.85663037216,12045
Top,LCK,Longzhu Gaming,Khan,Jarvan IV,10909,10625.132443614997,11885
Top,LCK,BBQ Olivers,Crazy,Jarvan IV,13596,11437.971043729785,12745
Top,LCK,Afreeca Freecs,MaRin,Jarvan IV,13203,19398.38710699536,17725
Top,LCK,KT Rolster,Smeb,Jarvan IV,16768,12368.795511671236,12475
Top,LCK,ROX Tigers,Lindarang,Jarvan IV,12167,9646.528768301596,9575
Top,LCK,Longzhu Gaming,Khan,Jarvan IV,19010,10302.26874948259,11525
Top,LCK,Ever8 Winners,Helper,Jarvan IV,7099,12046.778357650683,13350
Top,LCK,Ever8 Winners,Helper,Jarvan IV,3724,6783.511022909095,6650
Top,LCK,MVP,ADD,Jarvan IV,6446,7374.799252864083,7625
Top,LCK,KT Rolster,Smeb,Jarvan IV,16474,15859.290536949726,15375
Top,LCK,Jin Air Green Wings,SoHwan,Jarvan IV,16820,17502.2559401322,16525
Top,LCK,Jin Air Green Wings,SoHwan,Jarvan IV,13690,10876.468850215035,10975
Top,LCK,Samsung Galaxy,CuVee,Jarvan IV,29693,16064.518174890429,15525
Top,LCK,ROX Tigers,Lindarang,Jarvan IV,4263,8772.70475435463,9650
Top,LCK,MVP,ADD,Jarvan IV,11333,12145.276908747837,13445
Top,LCK,MVP,ADD,Jarvan IV,15458,13449.518886626694,14635
Top,LCK,Ever8 Winners,Helper,Jarvan IV,12940,14244.538639770157,15305
Top,LCK,BBQ Olivers,Crazy,Jarvan IV,15766,11668.459087447129,11795
Top,LCK,ROX Tigers,Lindarang,Jarvan IV,17644,12421.919940141568,12525
Top,LCK,Samsung Galaxy,CuVee,Jarvan IV,17429,13945.826766145372,13875
Top,LCK,BBQ Olivers,Crazy,Jarvan IV,12104,10302.26874948259,11525
Top,LCK,Afreeca Freecs,MaRin,Jarvan IV,17202,18905.915995479514,17425
Top,LCK,SK Telecom T1,Untara,Jarvan IV,13860,16412.482868011877,15775
Top,LCK,Afreeca Freecs,MaRin,Jarvan IV,9585,9578.345484167143,10675
Top,LCK,Samsung Galaxy,CuVee,Jarvan IV,16464,16237.568454921264,15650
Top,LCK,SK Telecom T1,Untara,Jarvan IV,10551,9462.26573446078,9350
Top,LCK,Ever8 Winners,Helper,Jarvan IV,11179,9098.183713781007,10075
Top,LCK,Ever8 Winners,Helper,Jarvan IV,6703,7126.22733217324,7225
Top,LCK,Ever8 Winners,Helper,Jarvan IV,11120,7467.032134096895,7770
Top,LCK,MVP,ADD,Jarvan IV,25586,17119.80671628903,17450
Top,LCK,ROX Tigers,Lindarang,Jarvan IV,6865,8161.68309624256,7625
Top,LCK,ROX Tigers,Lindarang,Jarvan IV,5071,8943.539651449117,9875
Top,LCK,MVP,ADD,Jarvan IV,18008,15128.967012972907,14825
Top,LCK,MVP,ADD,Jarvan IV,6260,8083.182270458898,8695
Top,LCK,Samsung Galaxy,CuVee,Jarvan IV,20353,11623.537554841685,11750
Top,LCK,ROX Tigers,Lindarang,Jarvan IV,7140,8121.379780521742,8750
Top,LCK,Afreeca Freecs,MaRin,Jarvan IV,17327,15390.564211504025,15025
Top,LCK,Afreeca Freecs,MaRin,Jarvan IV,11692,12315.898278748306,12425
Top,LCK,Afreeca Freecs,MaRin,Jarvan IV,15630,15291.939344272852,14950
Top,LCK,ROX Tigers,Shy,Jarvan IV,25877,21993.897131542377,19190
Top,LCK,ROX Tigers,Shy,Jarvan IV,9233,11450.48062036195,11575
Top,LCK,KT Rolster,Smeb,Jarvan IV,13508,11977.537445416736,12100
Top,LCK,KT Rolster,Smeb,Jarvan IV,17312,10737.519646325794,10825
Top,LCK,SK Telecom T1,Untara,Jarvan IV,10339,9955.024757785104,11125
Top,LCK,Afreeca Freecs,MaRin,Jarvan IV,8923,12281.370789366541,13575
Top,LCK,Afreeca Freecs,MaRin,Jarvan IV,18106,15893.31216110558,15400
Top,LCK,KT Rolster,Smeb,Jarvan IV,17357,14738.566540133197,14520
Top,LCK,ROX Tigers,Shy,Jarvan IV,6924,13323.301419279844,14525
Top,LCK,Longzhu Gaming,Khan,Jarvan IV,11535,11951.8980272042,12075
Top,LCK,BBQ Olivers,Crazy,Jarvan IV,14302,8997.363768725474,9945
Top,LCK,Samsung Galaxy,CuVee,Jarvan IV,10697,12028.981406202496,12150
Top,LCK,MVP,ADD,Jarvan IV,20530,20204.500891646756,18200
Top,LCK,Samsung Galaxy,CuVee,Jarvan IV,15947,17766.776431446182,16700
Top,LCK,MVP,ADD,Jarvan IV,15200,12745.49255738717,12825
Top,LCK,Ever8 Winners,Kiin,Jarvan IV,7388,8017.627425733969,8600
Top,LCK,Afreeca Freecs,MaRin,Jarvan IV,11890,8829.284029368597,9725
Top,LCK,ROX Tigers,Shy,Jarvan IV,5127,8017.627425733969,8600
Top,LCK,Samsung Galaxy,CuVee,Jarvan IV,4207,7454.2421008838955,7750
Top,LCK,KT Rolster,Smeb,Jarvan IV,15138,9961.642138571086,9950
Top,LCK,ROX Tigers,Lindarang,Jarvan IV,6107,7156.834738837384,7275
Top,LCK,BBQ Olivers,Crazy,Jarvan IV,10956,11128.498417964516,12425
Top,LCK,Longzhu Gaming,Khan,Jarvan IV,10064,10353.394986805846,10400
Top,LCK,Ever8 Winners,Kiin,Jarvan IV,6580,8017.627425733969,8600
Top,LCK,KT Rolster,Smeb,Jarvan IV,11246,12210.78151714016,12325
Top,LCK,MVP,ADD,Jax,15447,15340.239240118703,15308
Top,LCK,Longzhu Gaming,Khan,Jax,23982,12307.180364234053,12628
Top,LCK,ROX Tigers,Shy,Jax,11388,10354.11224870192,12033
Top,LCK,SK Telecom T1,Untara,Jax,9847,11674.569861390613,13033
Top,LCK,MVP,ADD,Jax,39514,28463.705230897755,20458
Top,LCK,MVP,ADD,Jax,4857,8342.235269133107,10233
Top,LCK,Ever8 Winners,Kiin,Jax,31925,28962.186407178484,19758
Top,LCK,Ever8 Winners,Kiin,Jax,14666,19373.249833158003,16408
Top,LCK,Longzhu Gaming,Khan,Jax,7897,12058.597577008517,12458
Top,LCK,ROX Tigers,Shy,Jax,32558,25780.17239050687,19633
Top,LCK,Ever8 Winners,Kiin,Jax,16784,14403.396708641638,14783
Top,LCK,Longzhu Gaming,Khan,Jax,12339,15056.83315816804,14308
Top,LCK,SK Telecom T1,Untara,Jax,10874,11390.32176773118,11983
Top,LCK,ROX Tigers,Lindarang,Jax,5643,6348.79332226748,7958
Top,LCK,BBQ Olivers,Crazy,Jax,13583,11431.901792992021,12858
Top,LCK,Longzhu Gaming,Khan,Jax,20830,27770.681500993618,19408
Top,LCK,Jin Air Green Wings,SoHwan,Jayce,18263,22834.007416373373,16300
Top,LCK,Kongdoo Monster,Roach,Jayce,19971,17445.571784803044,13750
Top,LCK,Jin Air Green Wings,SoHwan,Jayce,21777,16217.7194392867,11100
Top,LCK,Jin Air Green Wings,ikssu,Jayce,26857,22424.557825462834,16025
Top,LCK,ROX Tigers,Lindarang,Jayce,13446,14872.697165969603,11325
Top,LCK,Jin Air Green Wings,ikssu,Jayce,12667,14912.693112855137,9825
Top,LCK,ROX Tigers,Lindarang,Jayce,7341,11506.559008091872,7425
Top,LCK,BBQ Olivers,Crazy,Jayce,25752,35577.93111516683,23040
Top,LCK,MVP,ADD,Jayce,15848,13653.426173007249,10025
Top,LCK,Longzhu Gaming,Khan,Jayce,21858,22946.96729874687,16375
Top,LCK,Longzhu Gaming,Khan,Jayce,33623,18377.36086558528,13e3
Top,LCK,Longzhu Gaming,Khan,Jayce,17769,19691.88853870144,14050
Top,LCK,Longzhu Gaming,Khan,Jayce,19981,21599.111187873183,15455
Top,LCK,Longzhu Gaming,Khan,Jayce,16811,16870.77582720509,11700
Top,LCK,Longzhu Gaming,Khan,Jayce,34010,28502.3988980391,19670
Top,LCK,Longzhu Gaming,Khan,Jayce,18694,20058.04012139508,14330
Top,LCK,BBQ Olivers,Crazy,Jayce,19279,24107.761503367175,17125
Top,LCK,Jin Air Green Wings,SoHwan,Jayce,6122,16650.219536673674,11500
Top,LCK,BBQ Olivers,Crazy,Jayce,20822,21770.326101706658,15575
Top,LCK,BBQ Olivers,Crazy,Jayce,7433,11910.982366655327,7950
Top,LCK,KT Rolster,Smeb,Jayce,22100,16880.97325282328,13250
Top,LCK,Longzhu Gaming,Khan,Jayce,8570,12797.2941594875,7500
Top,LCK,Jin Air Green Wings,SoHwan,Jayce,12811,14678.262307091725,11125
Top,LCK,Jin Air Green Wings,SoHwan,Jayce,30303,19562.746335947777,13950
Top,LCK,Ever8 Winners,Kiin,Jayce,8775,13103.339344113105,9400
Top,LCK,Longzhu Gaming,Khan,Jayce,51802,42338.88680887991,27225
Top,LCK,Jin Air Green Wings,SoHwan,Jayce,12194,21485.716643443993,15375
Top,LCK,BBQ Olivers,Crazy,Jayce,24047,17297.913728979882,12080
Top,LCK,BBQ Olivers,Crazy,Jayce,23928,19703.791166696254,15600
Top,LCK,Longzhu Gaming,Expession,Kennen,8818,11585.514893089068,10825
Top,LCK,Afreeca Freecs,MaRin,Kennen,20921,15347.641643200384,13325
Top,LCK,KT Rolster,Smeb,Kennen,15082,14427.57757458829,13875
Top,LCK,Longzhu Gaming,Expession,Kennen,27487,18161.73370272579,17075
Top,LCK,BBQ Olivers,Crazy,Kennen,15655,14912.352618672874,12925
Top,LCK,ROX Tigers,Shy,Kennen,7148,9801.33716951399,8500
Top,LCK,Afreeca Freecs,MaRin,Kennen,11951,11440.59376477672,10650
Top,LCK,KT Rolster,Smeb,Kennen,22153,11572.56681713076,9400
Top,LCK,MVP,ADD,Kennen,6160,10781.436407830015,9825
Top,LCK,BBQ Olivers,Crazy,Kennen,7182,8767.28899419043,6950
Top,LCK,KT Rolster,Smeb,Kennen,23621,18470.61428566343,15900
Top,LCK,Afreeca Freecs,MaRin,Kennen,24489,14349.954186511262,13800
Top,LCK,Samsung Galaxy,CuVee,Kennen,26704,21137.51497664238,17775
Top,LCK,SK Telecom T1,Huni,Kennen,7741,15128.431645363406,13125
Top,LCK,BBQ Olivers,Crazy,Kennen,15329,9540.492874600914,8125
Top,LCK,BBQ Olivers,Crazy,Kennen,12141,11988.193081706286,11300
Top,LCK,Samsung Galaxy,CuVee,Kennen,14672,11988.193081706286,11300
Top,LCK,Jin Air Green Wings,ikssu,Kennen,32871,20560.993013085434,18800
Top,LCK,SK Telecom T1,Huni,Kennen,8387,9303.30505201381,7775
Top,LCK,Jin Air Green Wings,ikssu,Kennen,18041,16719.865603653125,15925
Top,LCK,Afreeca Freecs,MaRin,Kennen,8720,12836.023619089057,12250
Top,LCK,Afreeca Freecs,MaRin,Kennen,27095,17838.060188708816,16825
Top,LCK,Samsung Galaxy,CuVee,Kled,12942,12955.396701820464,12275
Top,LCK,Samsung Galaxy,CuVee,Kled,9087,8816.706696075651,8950
Top,LCK,Samsung Galaxy,CuVee,Kled,9802,16170.406350148989,14875
Top,LCK,Jin Air Green Wings,ikssu,Kled,17826,13111.944734193652,13605
Top,LCK,Jin Air Green Wings,ikssu,Kled,19434,13893.538262500131,13095
Top,LCK,ROX Tigers,Lindarang,Kled,7370,13319.394832413118,12600
Top,LCK,ROX Tigers,Lindarang,Kled,9841,10247.701042593297,9525
Top,LCK,Samsung Galaxy,CuVee,Kled,16143,15462.57271485923,14350
Top,LCK,KT Rolster,Smeb,Kled,14347,11731.3195895724,12300
Top,LCK,Samsung Galaxy,CuVee,Kled,12325,14138.502007508629,13300
Top,LCK,Jin Air Green Wings,ikssu,Kled,6807,10818.6036361821,11350
Top,LCK,Longzhu Gaming,Khan,Kled,8355,10947.687132288098,10300
Top,LCK,Samsung Galaxy,CuVee,Kled,13055,11958.534002175027,12525
Top,LCK,Jin Air Green Wings,ikssu,Kled,9392,15495.565499932496,14375
Top,LCK,Samsung Galaxy,CuVee,Kled,15180,16589.337228039294,15175
Top,LCK,Jin Air Green Wings,ikssu,Kled,12158,13561.03315405659,14e3
Top,LCK,Samsung Galaxy,CuVee,Kled,16226,12075.453093638916,11450
Top,LCK,BBQ Olivers,Crazy,Kled,13117,9060.55989458502,9270
Top,LCK,Ever8 Winners,Helper,Kled,8172,11831.765862385228,12400
Top,LCK,ROX Tigers,Lindarang,Kled,17808,14061.422436775556,14425
Top,LCK,BBQ Olivers,Crazy,Kled,8280,8987.470335898313,9175
Top,LCK,Samsung Galaxy,CuVee,Kled,4914,7976.266581168408,7775
Top,LCK,Samsung Galaxy,CuVee,Kled,10828,11882.311056605726,12450
Top,LCK,Jin Air Green Wings,ikssu,Kled,7289,8911.170829319448,9075
Top,LCK,Samsung Galaxy,CuVee,Kled,12069,13606.33767279545,12850
Top,LCK,Samsung Galaxy,CuVee,Kled,8749,9083.76406830895,9300
Top,LCK,MVP,ADD,Kled,9347,15509.946988194308,15575
Top,LCK,MVP,ADD,Kled,17415,18612.962173519725,16525
Top,LCK,Samsung Galaxy,CuVee,Kled,19747,17106.405320423004,15535
Top,LCK,Samsung Galaxy,CuVee,Maokai,9420,16175.679418766947,13275
Top,LCK,BBQ Olivers,Crazy,Maokai,10385,14265.022187067005,12845
Top,LCK,BBQ Olivers,Crazy,Maokai,5045,10969.678508889803,8200
Top,LCK,Longzhu Gaming,Expession,Maokai,12174,12582.024229728197,10625
Top,LCK,Kongdoo Monster,Roach,Maokai,7110,14344.114482121038,11150
Top,LCK,BBQ Olivers,Crazy,Maokai,9019,10969.678508889803,8200
Top,LCK,BBQ Olivers,Crazy,Maokai,7716,13484.530153372036,11850
Top,LCK,Samsung Galaxy,CuVee,Maokai,10523,15482.068085881288,12500
Top,LCK,MVP,ADD,Maokai,13621,16039.04909286624,13125
Top,LCK,KT Rolster,Smeb,Maokai,6768,12895.371827384211,11060
Top,LCK,Kongdoo Monster,Roach,Maokai,17630,19076.905173508476,17985
Top,LCK,Jin Air Green Wings,ikssu,Maokai,7523,11526.12701029507,9075
Top,LCK,Samsung Galaxy,CuVee,Maokai,8116,12330.402908871385,8475
Top,LCK,ROX Tigers,Lindarang,Maokai,12552,13182.9330596442,11450
Top,LCK,Samsung Galaxy,CuVee,Maokai,9490,14202.861188620995,10975
Top,LCK,ROX Tigers,Lindarang,Maokai,17466,13446.456377305238,11800
Top,LCK,MVP,ADD,Maokai,21974,11823.202946135161,9525
Top,LCK,MVP,ADD,Maokai,18456,15351.296453146211,12350
Top,LCK,MVP,ADD,Maokai,15606,15971.167316882174,13050
Top,LCK,SK Telecom T1,Untara,Maokai,17564,15195.827720199328,12170
Top,LCK,Ever8 Winners,Kiin,Maokai,7337,11268.331865139522,8675
Top,LCK,Samsung Galaxy,CuVee,Maokai,13635,13885.197791499457,10575
Top,LCK,BBQ Olivers,Crazy,Maokai,26903,19275.105497417335,16375
Top,LCK,KT Rolster,Smeb,Maokai,18280,14222.954746835,11e3
Top,LCK,Samsung Galaxy,CuVee,Maokai,18695,13541.843049603109,11925
Top,LCK,Ever8 Winners,Kiin,Maokai,18673,13949.912279875944,12450
Top,LCK,MVP,ADD,Maokai,21803,11971.21467534957,9745
Top,LCK,Afreeca Freecs,MaRin,Maokai,18858,11739.922111997354,9400
Top,LCK,KT Rolster,Smeb,Maokai,10791,12405.396786187779,10375
Top,LCK,BBQ Olivers,Crazy,Maokai,18580,17123.77094589993,16075
Top,LCK,SK Telecom T1,Huni,Maokai,19328,15029.179531452803,11975
Top,LCK,ROX Tigers,Shy,Nautilus,11707,12628.205456244283,13900
Top,LCK,ROX Tigers,Shy,Nautilus,16532,14452.062013247485,14250
Top,LCK,ROX Tigers,Shy,Nautilus,7023,10019.003833705523,10425
Top,LCK,MVP,ADD,Nautilus,10052,9121.375103006641,9445
Top,LCK,MVP,ADD,Nautilus,12557,14348.61904306467,14175
Top,LCK,SK Telecom T1,Huni,Nautilus,16075,13944.201641746156,14935
Top,LCK,SK Telecom T1,Profit,Nautilus,17306,11158.869830281776,11550
Top,LCK,Jin Air Green Wings,ikssu,Nautilus,6487,8285.497282286935,9500
Top,LCK,Afreeca Freecs,MaRin,Nautilus,14323,15226.48707490315,14795
Top,LCK,SK Telecom T1,Profit,Nautilus,7635,8881.284614640494,10225
Top,LCK,Samsung Galaxy,CuVee,Nautilus,8677,9665.536975139648,10050
Top,LCK,MVP,ADD,Nautilus,6202,7176.692761666652,8e3
Top,LCK,Afreeca Freecs,MaRin,Nautilus,7527,10385.39690841705,10800
Top,LCK,Kongdoo Monster,Roach,Nautilus,9659,10842.797988001039,11250
Top,LCK,KT Rolster,Smeb,Nautilus,13486,11650.336757575711,12e3
Top,LCK,KT Rolster,Smeb,Nautilus,6743,8202.589607601585,9395
Top,LCK,Kongdoo Monster,Roach,Nautilus,6473,13842.404914186047,13800
Top,LCK,Afreeca Freecs,MaRin,Nautilus,10861,11347.48292076445,11725
Top,LCK,SK Telecom T1,Huni,Nautilus,14440,14245.91648266352,14100
Top,LCK,Samsung Galaxy,CuVee,Nautilus,15117,10688.135328637787,11100
Top,LCK,Longzhu Gaming,Expession,Nautilus,19893,10510.481636633322,10925
Top,LCK,Longzhu Gaming,Expession,Nautilus,19600,12382.673685999252,13695
Top,LCK,Samsung Galaxy,CuVee,Nautilus,13004,10790.99668235894,11200
Top,LCK,Samsung Galaxy,CuVee,Nautilus,15621,12944.767185816521,13100
Top,LCK,MVP,ADD,Nautilus,9028,8206.51871415318,9400
Top,LCK,Longzhu Gaming,Expession,Nautilus,7163,9228.141558460515,10625
Top,LCK,BBQ Olivers,Part,Nautilus,15648,23374.508589601108,19270
Top,LCK,ROX Tigers,Shy,Renekton,14681,11769.188941957944,13950
Top,LCK,ROX Tigers,Shy,Renekton,15094,10082.454580561583,11525
Top,LCK,ROX Tigers,Shy,Renekton,11448,10644.223734224455,12375
Top,LCK,KT Rolster,Smeb,Renekton,13340,13234.326963248448,14200
Top,LCK,Jin Air Green Wings,SoHwan,Renekton,9163,12636.215963612902,13475
Top,LCK,Longzhu Gaming,Khan,Renekton,11942,13838.661939549856,14900
